T_model,func_rho,func_cp,func_k
-2.158658658658658425e+01,1.069644179919133194e+03,3.532202290093963256e+03,1.064090833276035486e+00
-2.152152152152152098e+01,1.069665991431865677e+03,3.541832849092314973e+03,1.063847414965662486e+00
-2.145645645645645416e+01,1.069688000840597397e+03,3.551551152665228983e+03,1.063601234635048964e+00
-2.139139139139139090e+01,1.069710209970147162e+03,3.561358269986773848e+03,1.063352269815646345e+00
-2.132632632632632408e+01,1.069732620667828542e+03,3.571255286565720780e+03,1.063100497759616347e+00
-2.126126126126126081e+01,1.069755234803797293e+03,3.581243304545936553e+03,1.062845895435754695e+00
-2.119619619619619399e+01,1.069778054271405153e+03,3.591323443013227916e+03,1.062588439525343986e+00
-2.113113113113113073e+01,1.069801080987563410e+03,3.601496838308826227e+03,1.062328106417938844e+00
-2.106606606606606391e+01,1.069824316893105788e+03,3.611764644349653281e+03,1.062064872207072241e+00
-2.100100100100100065e+01,1.069847763953167487e+03,3.622128032955537947e+03,1.061798712685888324e+00
-2.093593593593593383e+01,1.069871424157563979e+03,3.632588194183571886e+03,1.061529603342697303e+00
-2.087087087087087056e+01,1.069895299521179368e+03,3.643146336669766697e+03,1.061257519356453072e+00
-2.080580580580580374e+01,1.069919392084364517e+03,3.653803687978206653e+03,1.060982435592151552e+00
-2.074074074074074048e+01,1.069943703913340414e+03,3.664561494957873947e+03,1.060704326596147773e+00
-2.067567567567567366e+01,1.069968237100606984e+03,3.675421024107356061e+03,1.060423166591383026e+00
-2.061061061061061039e+01,1.069992993765364645e+03,3.686383561947613089e+03,1.060138929472536518e+00
-2.054554554554554358e+01,1.070017976053941311e+03,3.697450415403034185e+03,1.059851588801082434e+00
-2.048048048048048031e+01,1.070043186140226680e+03,3.708622912190972784e+03,1.059561117800265961e+00
-2.041541541541541349e+01,1.070068626226117431e+03,3.719902401219992043e+03,1.059267489349977831e+00
-2.035035035035035023e+01,1.070094298541969010e+03,3.731290252997026528e+03,1.058970675981549370e+00
-2.028528528528528341e+01,1.070120205347056071e+03,3.742787860043719775e+03,1.058670649872441416e+00
-2.022022022022022014e+01,1.070146348930045633e+03,3.754396637322132392e+03,1.058367382840844639e+00
-2.015515515515515332e+01,1.070172731609472976e+03,3.766118022670103073e+03,1.058060846340180605e+00
-2.009009009009009006e+01,1.070199355734232768e+03,3.777953477246484454e+03,1.057751011453495593e+00
-2.002502502502502324e+01,1.070226223684076331e+03,3.789904485986532563e+03,1.057437848887761378e+00
-1.995995995995995997e+01,1.070253337870122550e+03,3.801972558067689988e+03,1.057121328968063434e+00
-1.989489489489489316e+01,1.070280700735372875e+03,3.814159227386063776e+03,1.056801421631688553e+00
-1.982982982982982989e+01,1.070308314755242236e+03,3.826466053043852753e+03,1.056478096422098112e+00
-1.976476476476476307e+01,1.070336182438097921e+03,3.838894619848043476e+03,1.056151322482788757e+00
-1.969969969969969981e+01,1.070364306325810730e+03,3.851446538820628575e+03,1.055821068551048292e+00
-1.963463463463463299e+01,1.070392688994314312e+03,3.864123447720708100e+03,1.055487302951579887e+00
-1.956956956956956972e+01,1.070421333054179058e+03,3.876927011578738529e+03,1.055149993590020596e+00
-1.950450450450450290e+01,1.070450241151194405e+03,3.889858923243293702e+03,1.054809107946333979e+00
-1.943943943943943964e+01,1.070479415966969555e+03,3.902920903940650078e+03,1.054464613068072820e+00
-1.937437437437437282e+01,1.070508860219534881e+03,3.916114703847554210e+03,1.054116475563523503e+00
-1.930930930930930955e+01,1.070538576663968342e+03,3.929442102677510320e+03,1.053764661594714047e+00
-1.924424424424424274e+01,1.070568568093025306e+03,3.942904910280990407e+03,1.053409136870293583e+00
-1.917917917917917947e+01,1.070598837337785426e+03,3.956504967259890691e+03,1.053049866638269938e+00
-1.911411411411411265e+01,1.070629387268314531e+03,3.970244145596688668e+03,1.052686815678618437e+00
-1.904904904904904583e+01,1.070660220794334919e+03,3.984124349298636844e+03,1.052319948295739716e+00
-1.898398398398398257e+01,1.070691340865915663e+03,3.998147515057459259e+03,1.051949228310776308e+00
-1.891891891891891575e+01,1.070722750474170425e+03,4.012315612924955531e+03,1.051574619053781134e+00
-1.885385385385385248e+01,1.070754452651979364e+03,4.026630647004927596e+03,1.051196083355735666e+00
-1.878878878878878567e+01,1.070786450474714684e+03,4.041094656161961211e+03,1.050813583540408658e+00
-1.872372372372372240e+01,1.070818747060991200e+03,4.055709714747411908e+03,1.050427081416062336e+00
-1.865865865865865558e+01,1.070851345573429853e+03,4.070477933343204768e+03,1.050036538266988950e+00
-1.859359359359359232e+01,1.070884249219432832e+03,4.085401459523839549e+03,1.049641914844894552e+00
-1.852852852852852550e+01,1.070917461251981649e+03,4.100482478637193708e+03,1.049243171360094484e+00
-1.846346346346346223e+01,1.070950984970450691e+03,4.115723214604584427e+03,1.048840267472553212e+00
-1.839839839839839541e+01,1.070984823721433941e+03,4.131125930740713557e+03,1.048433162282738085e+00
-1.833333333333333215e+01,1.071018980899594908e+03,4.146692930593977508e+03,1.048021814322289247e+00
-1.826826826826826533e+01,1.071053459948534055e+03,4.162426558807799665e+03,1.047606181544513237e+00
-1.820320320320320207e+01,1.071088264361670326e+03,4.178329202003521459e+03,1.047186221314677201e+00
-1.813813813813813525e+01,1.071123397683148141e+03,4.194403289685524214e+03,1.046761890400112360e+00
-1.807307307307307198e+01,1.071158863508761215e+03,4.210651295169196601e+03,1.046333144960122086e+00
-1.800800800800800516e+01,1.071194665486895246e+03,4.227075736532411611e+03,1.045899940535678363e+00
-1.794294294294294190e+01,1.071230807319494033e+03,4.243679177591187909e+03,1.045462232038916861e+00
-1.787787787787787508e+01,1.071267292763047863e+03,4.260464228900290436e+03,1.045019973742418617e+00
-1.781281281281281181e+01,1.071304125629596683e+03,4.277433548779404191e+03,1.044573119268265460e+00
-1.774774774774774500e+01,1.071341309787766932e+03,4.294589844365751560e+03,1.044121621576882042e+00
-1.768268268268268173e+01,1.071378849163819950e+03,4.311935872693818965e+03,1.043665432955644290e+00
-1.761761761761761491e+01,1.071416747742734515e+03,4.329474441803082300e+03,1.043204505007252925e+00
-1.755255255255255165e+01,1.071455009569303456e+03,4.347208411874520607e+03,1.042738788637864955e+00
-1.748748748748748483e+01,1.071493638749263027e+03,4.365140696396776548e+03,1.042268234044988029e+00
-1.742242242242242156e+01,1.071532639450447277e+03,4.383274263362864986e+03,1.041792790705113880e+00
-1.735735735735735474e+01,1.071572015903961073e+03,4.401612136498349173e+03,1.041312407361097980e+00
-1.729229229229229148e+01,1.071611772405388592e+03,4.420157396521907685e+03,1.040827032009277620e+00
-1.722722722722722466e+01,1.071651913316027276e+03,4.438913182439309821e+03,1.040336611886313101e+00
-1.716216216216216139e+01,1.071692443064147255e+03,4.457882692871789914e+03,1.039841093455758703e+00
-1.709709709709709458e+01,1.071733366146282151e+03,4.477069187419866466e+03,1.039340422394344321e+00
-1.703203203203203131e+01,1.071774687128549203e+03,4.496475988063712066e+03,1.038834543577970670e+00
-1.696696696696696449e+01,1.071816410648003966e+03,4.516106480601188196e+03,1.038323401067405838e+00
-1.690190190190190123e+01,1.071858541414017282e+03,4.535964116124686370e+03,1.037806938093669196e+00
-1.683683683683683441e+01,1.071901084209696137e+03,4.556052412538027056e+03,1.037285097043116222e+00
-1.677177177177177114e+01,1.071944043893329535e+03,4.576374956114589622e+03,1.036757819442188477e+00
-1.670670670670670432e+01,1.071987425399871427e+03,4.596935403098056668e+03,1.036225045941841394e+00
-1.664164164164164106e+01,1.072031233742460699e+03,4.617737481346998720e+03,1.035686716301638111e+00
-1.657657657657657424e+01,1.072075474013974599e+03,4.638784992024766325e+03,1.035142769373488258e+00
-1.651151151151151097e+01,1.072120151388619661e+03,4.660081811336081046e+03,1.034593143085043021e+00
-1.644644644644644416e+01,1.072165271123564253e+03,4.681631892311812408e+03,1.034037774422715827e+00
-1.638138138138138089e+01,1.072210838560603861e+03,4.703439266643469637e+03,1.033476599414340447e+00
-1.631631631631631407e+01,1.072256859127876396e+03,4.725508046569018916e+03,1.032909553111440060e+00
-1.625125125125125081e+01,1.072303338341607514e+03,4.747842426811634141e+03,1.032336569571107532e+00
-1.618618618618618399e+01,1.072350281807911415e+03,4.770446686573136503e+03,1.031757581837480231e+00
-1.612112112112112072e+01,1.072397695224623021e+03,4.793325191583843662e+03,1.031172521922806284e+00
-1.605605605605605390e+01,1.072445584383186088e+03,4.816482396210700244e+03,1.030581320788085398e+00
-1.599099099099099064e+01,1.072493955170580875e+03,4.839922845625565060e+03,1.029983908323274244e+00
-1.592592592592592382e+01,1.072542813571304123e+03,4.863651178035638623e+03,1.029380213327047100e+00
-1.586086086086086056e+01,1.072592165669394262e+03,4.887672126978058259e+03,1.028770163486098621e+00
-1.579579579579579374e+01,1.072642017650513026e+03,4.911990523680819024e+03,1.028153685353979441e+00
-1.573073073073073047e+01,1.072692375804072753e+03,4.936611299492148646e+03,1.027530704329446154e+00
-1.566566566566566365e+01,1.072743246525423729e+03,4.961539488380703915e+03,1.026901144634316809e+00
-1.560060060060060039e+01,1.072794636318090852e+03,4.986780229508880439e+03,1.026264929290821248e+00
-1.553553553553553357e+01,1.072846551796075573e+03,5.012338769881740518e+03,1.025621980098428976e+00
-1.547047047047047030e+01,1.072898999686204888e+03,5.038220467074070257e+03,1.024972217610135683e+00
-1.540540540540540349e+01,1.072951986830554688e+03,5.064430792038251639e+03,1.024315561108212647e+00
-1.534034034034034022e+01,1.073005520188922219e+03,5.090975331995658053e+03,1.023651928579372150e+00
-1.527527527527527340e+01,1.073059606841374944e+03,5.117859793414467276e+03,1.022981236689374240e+00
-1.521021021021021014e+01,1.073114253990851921e+03,5.145090005076801390e+03,1.022303400757018865e+00
-1.514514514514514332e+01,1.073169468965851365e+03,5.172671921238331379e+03,1.021618334727533828e+00
-1.508008008008008005e+01,1.073225259223168678e+03,5.200611624883488730e+03,1.020925951145337018e+00
-1.501501501501501323e+01,1.073281632350721338e+03,5.228915331079655516e+03,1.020226161126140063e+00
-1.494994994994994642e+01,1.073338596070444055e+03,5.257589390433751760e+03,1.019518874328401825e+00
-1.488488488488488315e+01,1.073396158241258036e+03,5.286640292654802579e+03,1.018803998924084908e+00
-1.481981981981981633e+01,1.073454326862124844e+03,5.316074670226273156e+03,1.018081441568719603e+00
-1.475475475475475307e+01,1.073513110075177110e+03,5.345899302191964125e+03,1.017351107370741303e+00
-1.468968968968968625e+01,1.073572516168939501e+03,5.376121118059595574e+03,1.016612899860086738e+00
-1.462462462462462298e+01,1.073632553581628599e+03,5.406747201826183300e+03,1.015866720956027480e+00
-1.455955955955955616e+01,1.073693230904554866e+03,5.437784796129663846e+03,1.015112470934217415e+00
-1.449449449449449290e+01,1.073754556885602597e+03,5.469241306531216651e+03,1.014350048392930859e+00
-1.442942942942942608e+01,1.073816540432819011e+03,5.501124305933118194e+03,1.013579350218475561e+00
-1.436436436436436281e+01,1.073879190618093162e+03,5.533441539136921165e+03,1.012800271549746611e+00
-1.429929929929929600e+01,1.073942516680942845e+03,5.566200927547224637e+03,1.012012705741903051e+00
-1.423423423423423273e+01,1.074006528032401548e+03,5.599410574026217546e+03,1.011216544329140099e+00
-1.416916916916916591e+01,1.074071234259019320e+03,5.633078767904682536e+03,1.010411676986529450e+00
-1.410410410410410265e+01,1.074136645126972326e+03,5.667213990155159991e+03,1.009597991490903013e+00
-1.403903903903903583e+01,1.074202770586290626e+03,5.701824918733344930e+03,1.008775373680748766e+00
-1.397397397397397256e+01,1.074269620775203748e+03,5.736920434093944095e+03,1.007943707415095425e+00
-1.390890890890890574e+01,1.074337206024613806e+03,5.772509624887643440e+03,1.007102874531345948e+00
-1.384384384384384248e+01,1.074405536862692543e+03,5.808601793845851716e+03,1.006252754802039018e+00
-1.377877877877877566e+01,1.074474624019611838e+03,5.845206463860502481e+03,1.005393225890501174e+00
-1.371371371371371239e+01,1.074544478432414735e+03,5.882333384266200483e+03,1.004524163305356987e+00
-1.364864864864864558e+01,1.074615111250023119e+03,5.919992537332527718e+03,1.003645440353865048e+00
-1.358358358358358231e+01,1.074686533838391597e+03,5.958194144974545452e+03,1.002756928094038935e+00
-1.351851851851851549e+01,1.074758757785819625e+03,5.996948675689920492e+03,1.001858495285523842e+00
-1.345345345345345223e+01,1.074831794908410075e+03,6.036266851731476891e+03,1.000950008339184683e+00
-1.338838838838838541e+01,1.074905657255697406e+03,6.076159656524331695e+03,1.000031331265368584e+00
-1.332332332332332214e+01,1.074980357116439791e+03,6.116638342337198083e+03,9.991023256208035885e-01
-1.325825825825825532e+01,1.075055907024586304e+03,6.157714438217875795e+03,9.981628504540852598e-01
-1.319319319319319206e+01,1.075132319765421926e+03,6.199399758203345300e+03,9.972127622497128918e-01
-1.312812812812812524e+01,1.075209608381898533e+03,6.241706409815413281e+03,9.962519148706302508e-01
-1.306306306306306197e+01,1.075287786181162346e+03,6.284646802853291774e+03,9.952801594992164436e-01
-1.299799799799799516e+01,1.075366866741272133e+03,6.328233658495048076e+03,9.942973445766906115e-01
-1.293293293293293189e+01,1.075446863918133658e+03,6.372480018720363660e+03,9.933033157408683866e-01
-1.286786786786786507e+01,1.075527791852638757e+03,6.417399256067687929e+03,9.922979157622271451e-01
-1.280280280280280181e+01,1.075609664978034061e+03,6.463005083739329166e+03,9.912809844782168867e-01
-1.273773773773773499e+01,1.075692498027514148e+03,6.509311566068822685e+03,9.902523587257723303e-01
-1.267267267267267172e+01,1.075776306042051601e+03,6.556333129365434615e+03,9.892118722719573931e-01
-1.260760760760760490e+01,1.075861104378481286e+03,6.604084573151460063e+03,9.881593557426862073e-01
-1.254254254254254164e+01,1.075946908717830183e+03,6.652581081808592899e+03,9.870946365494612795e-01
-1.247747747747747482e+01,1.076033735073922344e+03,6.701838236650574800e+03,9.860175388140588471e-01
-1.241241241241241156e+01,1.076121599802250330e+03,6.751872028439925089e+03,9.849278832910988157e-01
-1.234734734734734474e+01,1.076210519609140647e+03,6.802698870367639756e+03,9.838254872884221180e-01
-1.228228228228228147e+01,1.076300511561207486e+03,6.854335611515440178e+03,9.827101645852178713e-01
-1.221721721721721465e+01,1.076391593095121152e+03,6.906799550821244338e+03,9.815817253478051896e-01
-1.215215215215215139e+01,1.076483782027690040e+03,6.960108451569434692e+03,9.804399760430111410e-01
-1.208708708708708457e+01,1.076577096566278442e+03,7.014280556428620912e+03,9.792847193490508140e-01
-1.202202202202202130e+01,1.076671555319567005e+03,7.069334603060610789e+03,9.781157540638318881e-01
-1.195695695695695449e+01,1.076767177308670171e+03,7.125289840325596742e+03,9.769328750105920056e-01
-1.189189189189189122e+01,1.076863981978625588e+03,7.182166045109644074e+03,9.757358729407866749e-01
-1.182682682682682440e+01,1.076961989210273032e+03,7.239983539802043197e+03,9.745245344341205707e-01
-1.176176176176176114e+01,1.077061219332528935e+03,7.298763210451226769e+03,9.732986417956390746e-01
-1.169669669669669432e+01,1.077161693135083624e+03,7.358526525629708885e+03,9.720579729497622612e-01
-1.163163163163163105e+01,1.077263431881528959e+03,7.419295556039669464e+03,9.708023013311743998e-01
-1.156656656656656423e+01,1.077366457322942551e+03,7.481092994892810566e+03,9.695313957724402965e-01
-1.150150150150150097e+01,1.077470791711931952e+03,7.543942179099415625e+03,9.682450203882493334e-01
-1.143643643643643415e+01,1.077576457817179971e+03,7.607867111303749880e+03,9.669429344561562001e-01
-1.137137137137137088e+01,1.077683478938490225e+03,7.672892482804460997e+03,9.656248922937034074e-01
-1.130630630630630407e+01,1.077791878922363594e+03,7.739043697401024474e+03,9.642906431317925797e-01
-1.124124124124124080e+01,1.077901682178129704e+03,7.806346896209051920e+03,9.629399309841732979e-01
-1.117617617617617398e+01,1.078012913694648660e+03,7.874828983489909660e+03,9.615724945129051626e-01
-1.111111111111111072e+01,1.078125599057612135e+03,7.944517653542103290e+03,9.601880668896513038e-01
-1.104604604604604390e+01,1.078239764467472924e+03,8.015441418704812349e+03,9.587863756526530112e-01
-1.098098098098098063e+01,1.078355436758015003e+03,8.087629638526243070e+03,9.573671425592283901e-01
-1.091591591591591381e+01,1.078472643415611401e+03,8.161112550152699441e+03,9.559300834336212915e-01
-1.085085085085084700e+01,1.078591412599179648e+03,8.235921299996962262e+03,9.544749080100459748e-01
-1.078578578578578373e+01,1.078711773160882785e+03,8.312087976747950961e+03,9.530013197707333239e-01
-1.072072072072071691e+01,1.078833754667591620e+03,8.389645645787057219e+03,9.515090157788039793e-01
-1.065565565565565365e+01,1.078957387423154842e+03,8.468628385079893633e+03,9.499976865057681019e-01
-1.059059059059058683e+01,1.079082702491506552e+03,8.549071322616440739e+03,9.484670156534491525e-01
-1.052552552552552356e+01,1.079209731720642139e+03,8.631010675476154574e+03,9.469166799701291826e-01
-1.046046046046045674e+01,1.079338507767522060e+03,8.714483790599328131e+03,9.453463490606830444e-01
-1.039539539539539348e+01,1.079469064123909902e+03,8.799529187350306529e+03,9.437556851904784772e-01
-1.033033033033032666e+01,1.079601435143230219e+03,8.886186601963176145e+03,9.421443430828096988e-01
-1.026526526526526339e+01,1.079735656068448861e+03,8.974497033965642913e+03,9.405119697095924991e-01
-1.020020020020019658e+01,1.079871763061060847e+03,9.064502794682422973e+03,9.388582040750843571e-01
-1.013513513513513331e+01,1.080009793231203503e+03,9.156247557925173169e+03,9.371826769923393696e-01
-1.007007007007006649e+01,1.080149784668975599e+03,9.249776412982575494e+03,9.354850108521182150e-01
-1.000500500500500323e+01,1.080291776476996802e+03,9.345135920030277703e+03,9.337648193839549471e-01
-9.939939939939936409e+00,1.080435808804275439e+03,9.442374168088232182e+03,9.320217074090655363e-01
-9.874874874874873143e+00,1.080581922881450055e+03,9.541540835659743607e+03,9.302552705847775272e-01
-9.809809809809806325e+00,1.080730161057455007e+03,9.642687254195367132e+03,9.284650951401319796e-01
-9.744744744744743059e+00,1.080880566837701281e+03,9.745866474532722350e+03,9.266507576023070847e-01
-9.679679679679676241e+00,1.081033184923817771e+03,9.851133336473034433e+03,9.248118245134877569e-01
-9.614614614614612975e+00,1.081188061255051480e+03,9.958544541664599819e+03,9.229478521377846301e-01
-9.549549549549546157e+00,1.081345243051401212e+03,1.006815872997423867e+04,9.210583861578047760e-01
-9.484484484484482891e+00,1.081504778858558666e+03,1.018003655953854650e+04,9.191429613604308324e-01
-9.419419419419416073e+00,1.081666718594763552e+03,1.029424079069932850e+04,9.172011013113705591e-01
-9.354354354354352807e+00,1.081831113599655055e+03,1.041083637403970715e+04,9.152323180180004236e-01
-9.289289289289285989e+00,1.081998016685230823e+03,1.052989054275187482e+04,9.132361115800089468e-01
-9.224224224224222723e+00,1.082167482189004659e+03,1.065147290958144731e+04,9.112119698273278834e-01
-9.159159159159155905e+00,1.082339566029492289e+03,1.077565556860966899e+04,9.091593679447975695e-01
-9.094094094094092640e+00,1.082514325764134810e+03,1.090251320215118540e+04,9.070777680830117706e-01
-9.029029029029025821e+00,1.082691820649783040e+03,1.103212319306349673e+04,9.049666189547282968e-01
-8.963963963963962556e+00,1.082872111705887392e+03,1.116456574278331209e+04,9.028253554162329886e-01
-8.898898898898895737e+00,1.083055261780521960e+03,1.129992399542620296e+04,9.006533980329879396e-01
-8.833833833833832472e+00,1.083241335619403571e+03,1.143828416830787501e+04,8.984501526288757312e-01
-8.768768768768765653e+00,1.083430399938057235e+03,1.157973568926996995e+04,8.962150098183115920e-01
-8.703703703703702388e+00,1.083622523497302154e+03,1.172437134121846248e+04,8.939473445204664248e-01
-8.638638638638635570e+00,1.083817777182235432e+03,1.187228741431132585e+04,8.916465154547864591e-01
-8.573573573573572304e+00,1.084016234084905363e+03,1.202358386626116589e+04,8.893118646169704267e-01
-8.508508508508505486e+00,1.084217969590871917e+03,1.217836449125153013e+04,8.869427167345216301e-01
-8.443443443443442220e+00,1.084423061469878803e+03,1.233673709799962853e+04,8.845383787009293286e-01
-8.378378378378375402e+00,1.084631589970857704e+03,1.249881369753619038e+04,8.820981389875023337e-01
-8.313313313313312136e+00,1.084843637921515437e+03,1.266471070131290980e+04,8.796212670318185323e-01
-8.248248248248245318e+00,1.085059290832755323e+03,1.283454913029213094e+04,8.771070126016955459e-01
-8.183183183183182052e+00,1.085278637008219675e+03,1.300845483571974182e+04,8.745546051335348903e-01
-8.118118118118115234e+00,1.085501767659235384e+03,1.318655873233366583e+04,8.719632530438304885e-01
-8.053053053053051968e+00,1.085728777025495219e+03,1.336899704481469780e+04,8.693321430125524607e-01
-7.987987987987985150e+00,1.085959762501787736e+03,1.355591156834634967e+04,8.666604392370761412e-01
-7.922922922922921884e+00,1.086194824771153890e+03,1.374744994421416959e+04,8.639472826552149209e-01
-7.857857857857858619e+00,1.086434067944838716e+03,1.394376595144504790e+04,8.611917901358675520e-01
-7.792792792792788248e+00,1.086677599709456445e+03,1.414501981556223291e+04,8.583930536356912944e-01
-7.727727727727724982e+00,1.086925531481801045e+03,1.435137853561376141e+04,8.555501393201254690e-01
-7.662662662662661717e+00,1.087177978571768108e+03,1.456301623072095026e+04,8.526620866469942772e-01
-7.597597597597598451e+00,1.087435060353895551e+03,1.478011450748978859e+04,8.497279074108219366e-01
-7.532532532532528080e+00,1.087696900448051338e+03,1.500286284973319198e+04,8.467465847458771622e-01
-7.467467467467464814e+00,1.087963626909849609e+03,1.523145903206597723e+04,8.437170720858588879e-01
-7.402402402402401549e+00,1.088235372431405494e+03,1.546610955905869378e+04,8.406382920780006707e-01
-7.337337337337338283e+00,1.088512274553092993e+03,1.570703013177121284e+04,8.375091354492532059e-01
-7.272272272272267912e+00,1.088794475887018962e+03,1.595444614363472829e+04,8.343284598220617188e-01
-7.207207207207204647e+00,1.089082124352967867e+03,1.620859320781100905e+04,8.310950884771003411e-01
-7.142142142142141381e+00,1.089375373427646764e+03,1.646971771833378079e+04,8.278078090601712624e-01
-7.077077077077078116e+00,1.089674382408104748e+03,1.673807744752760482e+04,8.244653722303155741e-01
-7.012012012012007744e+00,1.089979316690282758e+03,1.701394218241019917e+04,8.210664902459869907e-01
-6.946946946946944479e+00,1.090290348063713282e+03,1.729759440301229188e+04,8.176098354859582251e-01
-6.881881881881881213e+00,1.090607655023479538e+03,1.758933000580067892e+04,8.140940389014121870e-01
-6.816816816816817948e+00,1.090931423100611028e+03,1.788945907566445385e+04,8.105176883954661182e-01
-6.751751751751747577e+00,1.091261845212217168e+03,1.819830671022652314e+04,8.068793271261166522e-01
-6.686686686686684311e+00,1.091599122032736659e+03,1.851621390057288227e+04,8.031774517283649661e-01
-6.621621621621621046e+00,1.091943462387805766e+03,1.884353847285676238e+04,7.994105104509796611e-01
-6.556556556556550674e+00,1.092295083672370538e+03,1.918065609563367980e+04,7.955769012030974308e-01
-6.491491491491487409e+00,1.092654212294803983e+03,1.952796135822417637e+04,7.916749695055196323e-01
-6.426426426426424143e+00,1.093021084148932005e+03,1.988586892588685441e+04,7.877030063412358007e-01
-6.361361361361360878e+00,1.093395945116035364e+03,2.025481477811749937e+04,7.836592458993547616e-01
-6.296296296296290507e+00,1.093779051599075729e+03,2.063525753698235712e+04,7.795418632062152131e-01
-6.231231231231227241e+00,1.094170671091582790e+03,2.102767989304490766e+04,7.753489716370507434e-01
-6.166166166166163976e+00,1.094571082783855672e+03,2.143259013716803020e+04,7.710786203011077422e-01
-6.101101101101100710e+00,1.094980578209362875e+03,2.185052380727146374e+04,7.667287912926705751e-01
-6.036036036036030339e+00,1.095399461934491001e+03,2.228204546001126801e+04,7.622973967998779576e-01
-5.970970970970967073e+00,1.095828052295066982e+03,2.272775057832954553e+04,7.577822760626964360e-01
-5.905905905905903808e+00,1.096266682183399553e+03,2.318826762691534168e+04,7.531811921707683988e-01
-5.840840840840840542e+00,1.096715699889925418e+03,2.366426026883021768e+04,7.484918286912418672e-01
-5.775775775775770171e+00,1.097175470003940063e+03,2.415642975790405035e+04,7.437117861159338039e-01
-5.710710710710706906e+00,1.097646374378300379e+03,2.466551752301242595e+04,7.388385781164539257e-01
-5.645645645645643640e+00,1.098128813163465111e+03,2.519230796202790953e+04,7.338696275950523651e-01
-5.580580580580580374e+00,1.098623205916766437e+03,2.573763146511443847e+04,7.288022625180903269e-01
-5.515515515515510003e+00,1.099129992793364181e+03,2.630236768913554261e+04,7.236337115180385693e-01
-5.450450450450446738e+00,1.099649635825995119e+03,2.688744910729883486e+04,7.183610992488657088e-01
-5.385385385385383472e+00,1.100182620301337465e+03,2.749386486079942551e+04,7.129814414785254906e-01
-5.320320320320320207e+00,1.100729456241604566e+03,2.812266494218594380e+04,7.074916399010315882e-01
-5.255255255255249835e+00,1.101290680000880684e+03,2.877496474350744757e+04,7.018884766492409222e-01
-5.190190190190186570e+00,1.101866855986699420e+03,2.945195000605088717e+04,6.961686084880119862e-01
-5.125125125125123304e+00,1.102458578518474951e+03,3.015488221271220755e+04,6.903285606657987294e-01
-5.060060060060060039e+00,1.103066473835659281e+03,3.088510446882209362e+04,6.843647204010236962e-01
-4.994994994994989668e+00,1.103691202269881614e+03,3.164404792265588912e+04,6.782733299776610991e-01
-4.929929929929926402e+00,1.104333460596911664e+03,3.243323878298018462e+04,6.720504794224055889e-01
-4.864864864864863137e+00,1.104993984586054466e+03,3.325430599793912552e+04,6.656920987335379625e-01
-4.799799799799799871e+00,1.105673551766590663e+03,3.410898966747915983e+04,6.591939496291565614e-01
-4.734734734734729500e+00,1.106372984433127613e+03,3.499915027050243225e+04,6.525516167797178468e-01
-4.669669669669666234e+00,1.107093152914288567e+03,3.592677879818923248e+04,6.457604984869096398e-01
-4.604604604604602969e+00,1.107834979132047920e+03,3.689400789664097829e+04,6.388157967676157956e-01
-4.539539539539539703e+00,1.108599440482332739e+03,3.790312413539297268e+04,6.317125067982232167e-01
-4.474474474474469332e+00,1.109387574071226027e+03,3.895658153371090157e+04,6.244454056705935896e-01
-4.409409409409406067e+00,1.110200481345380467e+03,4.005701649422858463e+04,6.170090404067710699e-01
-4.344344344344342801e+00,1.111039333160122624e+03,4.120726431379531277e+04,6.093977151747737020e-01
-4.279279279279279535e+00,1.111905375334272549e+03,4.241037746481569775e+04,6.016054776426559281e-01
-4.214214214214209164e+00,1.112799934747119096e+03,4.366964586743045948e+04,5.936261044022957956e-01
-4.149149149149145899e+00,1.113724426040284470e+03,4.498861940422202315e+04,5.854530853880874908e-01
-4.084084084084082633e+00,1.114680358995685992e+03,4.637113296550143423e+04,5.770796072087212014e-01
-4.019019019019019368e+00,1.115669346670518053e+03,4.782133435553303570e+04,5.684985353025865384e-01
-3.953953953953948997e+00,1.116693114381458145e+03,4.934371543937984825e+04,5.597023948187623832e-01
-3.888888888888885731e+00,1.117753509643352345e+03,5.094314696769070724e+04,5.506833501161557676e-01
-3.823823823823822465e+00,1.118852513182816210e+03,5.262491758428516914e+04,5.414331827628252602e-01
-3.758758758758759200e+00,1.119992251164879463e+03,5.439477760070796649e+04,5.319432679059304947e-01
-3.693693693693688829e+00,1.121175008791454502e+03,5.625898821534244780e+04,5.222045488697443227e-01
-3.628628628628625563e+00,1.122403245454625903e+03,5.822437696497873549e+04,5.122075098247722558e-01
-3.563563563563562298e+00,1.123679611656196812e+03,6.029840032736738794e+04,5.019421463548866535e-01
-3.498498498498499032e+00,1.125006967938432354e+03,6.248921454842886305e+04,4.913979337314551277e-01
-3.433433433433428661e+00,1.126388406110547521e+03,6.480575595261535636e+04,4.805637926832881934e-01
-3.368368368368365395e+00,1.127827273102454683e+03,6.725783221577102086e+04,4.694280524287531842e-01
-3.303303303303302130e+00,1.128093311334118198e+03,3.358721727065817504e+03,4.674625199272159914e-01
-3.238238238238238864e+00,1.128091031389468526e+03,3.358229159928589979e+03,4.675738473477354940e-01
-3.173173173173168493e+00,1.128088723267613432e+03,3.357742383368541141e+03,4.676851249757331130e-01
-3.108108108108105228e+00,1.128086386969189562e+03,3.357261397385670989e+03,4.677963528133416982e-01
