T_model,func_rho,func_cp,func_k
-3.043043043043041962e+00,1.128084022494832197e+03,3.356786201979977704e+03,4.679075308626903240e-01
-2.977977977977978696e+00,1.128081629845175939e+03,3.356316797151463561e+03,4.680186591259068996e-01
-2.912912912912908325e+00,1.128079209020854023e+03,3.355853182900125830e+03,4.681297376051141712e-01
-2.847847847847845060e+00,1.128076760022498547e+03,3.355395359225966786e+03,4.682407663024340527e-01
-2.782782782782781794e+00,1.128074282850739337e+03,3.354943326128986882e+03,4.683517452199845721e-01
-2.717717717717718529e+00,1.128071777506208264e+03,3.354497083609184301e+03,4.684626743598807597e-01
-2.652652652652648158e+00,1.128069243989532424e+03,3.354056631666559952e+03,4.685735537242354809e-01
-2.587587587587584892e+00,1.128066682301338915e+03,3.353621970301112924e+03,4.686843833151586591e-01
-2.522522522522521626e+00,1.128064092442254832e+03,3.353193099512843219e+03,4.687951631347569426e-01
-2.457457457457451255e+00,1.128061474412905227e+03,3.352770019301754019e+03,4.689058931851343148e-01
-2.392392392392387990e+00,1.128058828213914239e+03,3.352352729667842141e+03,4.690165734683927057e-01
-2.327327327327324724e+00,1.128056153845904191e+03,3.351941230611106221e+03,4.691272039866295485e-01
-2.262262262262261459e+00,1.128053451309496950e+03,3.351535522131551261e+03,4.692377847419410553e-01
-2.197197197197191088e+00,1.128050720605313018e+03,3.351135604229171804e+03,4.693483157364197744e-01
-2.132132132132127822e+00,1.128047961733971988e+03,3.350741476903972398e+03,4.694587969721555343e-01
-2.067067067067064556e+00,1.128045174696091635e+03,3.350353140155950769e+03,4.695692284512362202e-01
-2.002002002002001291e+00,1.128042359492288597e+03,3.349970593985106916e+03,4.696796101757459985e-01
-1.936936936936930920e+00,1.128039516123179283e+03,3.349593838391439476e+03,4.697899421477656490e-01
-1.871871871871867654e+00,1.128036644589379648e+03,3.349222873374952542e+03,4.699002243693746195e-01
-1.806806806806804389e+00,1.128033744891500646e+03,3.348857698935642929e+03,4.700104568426490825e-01
-1.741741741741741123e+00,1.128030817030156868e+03,3.348498315073510639e+03,4.701206395696620466e-01
-1.676676676676670752e+00,1.128027861005958357e+03,3.348144721788554762e+03,4.702307725524838000e-01
-1.611611611611607486e+00,1.128024876819515612e+03,3.347796919080779389e+03,4.703408557931821887e-01
-1.546546546546544221e+00,1.128021864471437993e+03,3.347454906950183158e+03,4.704508892938218945e-01
-1.481481481481480955e+00,1.128018823962332362e+03,3.347118685396762430e+03,4.705608730564655451e-01
-1.416416416416410584e+00,1.128015755292805579e+03,3.346788254420519479e+03,4.706708070831717716e-01
-1.351351351351347319e+00,1.128012658463464277e+03,3.346463614021457033e+03,4.707806913759980949e-01
-1.286286286286284053e+00,1.128009533474911223e+03,3.346144764199571455e+03,4.708905259369974283e-01
-1.221221221221220787e+00,1.128006380327750321e+03,3.345831704954863653e+03,4.710003107682215751e-01
-1.156156156156150416e+00,1.128003199022583203e+03,3.345524436287333629e+03,4.711100458717184525e-01
-1.091091091091087151e+00,1.127999989560011272e+03,3.345222958196982290e+03,4.712197312495338131e-01
-1.026026026026023885e+00,1.127996751940633885e+03,3.344927270683808729e+03,4.713293669037106337e-01
-9.609609609609606196e-01,1.127993486165049490e+03,3.344637373747814763e+03,4.714389528362887272e-01
-8.958958958958902485e-01,1.127990192233854714e+03,3.344353267388996755e+03,4.715484890493054637e-01
-8.308308308308269829e-01,1.127986870147647551e+03,3.344074951607357434e+03,4.716579755447960487e-01
-7.657657657657637174e-01,1.127983519907022583e+03,3.343802426402896344e+03,4.717674123247918017e-01
-7.007007007007004518e-01,1.127980141512572800e+03,3.343535691775613486e+03,4.718767993913219883e-01
-6.356356356356300807e-01,1.127976734964890966e+03,3.343274747725507495e+03,4.719861367464137092e-01
-5.705705705705668151e-01,1.127973300264569616e+03,3.343019594252580191e+03,4.720954243920901794e-01
-5.055055055055035496e-01,1.127969837412198103e+03,3.342770231356830664e+03,4.722046623303723378e-01
-4.404404404404402840e-01,1.127966346408366462e+03,3.342526659038260732e+03,4.723138505632789030e-01
-3.753753753753699129e-01,1.127962827253663136e+03,3.342288877296867213e+03,4.724229890928253184e-01
-3.103103103103066474e-01,1.127959279948674066e+03,3.342056886132651016e+03,4.725320779210247513e-01
-2.452452452452433818e-01,1.127955704493986104e+03,3.341830685545615779e+03,4.726411170498875935e-01
-1.801801801801801162e-01,1.127952100890182919e+03,3.341610275535757864e+03,4.727501064814209064e-01
-1.151151151151097451e-01,1.127948469137848178e+03,3.341395656103074998e+03,4.728590462176297526e-01
-5.005005005004647956e-02,1.127944809237564868e+03,3.341186827247572637e+03,4.729679362605163639e-01
1.501501501501678604e-02,1.127941121189913702e+03,3.341037566262168639e+03,4.730767766120802520e-01
8.008008008008005163e-02,1.127937404995474708e+03,3.341069802091436031e+03,4.731855672743184305e-01
1.451451451451504226e-01,1.127933660654827008e+03,3.341102057463824167e+03,4.732943082492248044e-01
2.102102102102136882e-01,1.127929888168548359e+03,3.341134332379333955e+03,4.734029995387906142e-01
2.752752752752769538e-01,1.127926087537214698e+03,3.341166626837964941e+03,4.735116411450054352e-01
3.403403403403402194e-01,1.127922258761402190e+03,3.341198940839716215e+03,4.736202330698549012e-01
4.054054054054105904e-01,1.127918401841684044e+03,3.341231274384588687e+03,4.737287753153223702e-01
4.704704704704738560e-01,1.127914516778634379e+03,3.341263627472583266e+03,4.738372678833888685e-01
5.355355355355371216e-01,1.127910603572825039e+03,3.341296000103699043e+03,4.739457107760329801e-01
6.006006006006003872e-01,1.127906662224826050e+03,3.341328392277935109e+03,4.740541039952297364e-01
6.656656656656707582e-01,1.127902692735207438e+03,3.341360803995291008e+03,4.741624475429519481e-01
7.307307307307340238e-01,1.127898695104537865e+03,3.341393235255769923e+03,4.742707414211703720e-01
7.957957957957972894e-01,1.127894669333384854e+03,3.341425686059370491e+03,4.743789856318523235e-01
8.608608608608605550e-01,1.127890615422313431e+03,3.341458156406090893e+03,4.744871801769628417e-01
9.259259259259309260e-01,1.127886533371888845e+03,3.341490646295931128e+03,4.745953250584640792e-01
9.909909909909941916e-01,1.127882423182676121e+03,3.341523155728895745e+03,4.747034202783161350e-01
1.056056056056057457e+00,1.127878284855237325e+03,3.341555684704979285e+03,4.748114658384758879e-01
1.121121121121120723e+00,1.127874118390132935e+03,3.341588233224184933e+03,4.749194617408978303e-01
1.186186186186191094e+00,1.127869923787924563e+03,3.341620801286509959e+03,4.750274079875337896e-01
1.251251251251254359e+00,1.127865701049171321e+03,3.341653388891958002e+03,4.751353045803333175e-01
1.316316316316317625e+00,1.127861450174430956e+03,3.341685996040526334e+03,4.752431515212428570e-01
1.381381381381380891e+00,1.127857171164259398e+03,3.341718622732217227e+03,4.753509488122061866e-01
1.446446446446451262e+00,1.127852864019213484e+03,3.341751268967027045e+03,4.754586964551648642e-01
1.511511511511514527e+00,1.127848528739848462e+03,3.341783934744958060e+03,4.755663944520580610e-01
1.576576576576577793e+00,1.127844165326716848e+03,3.341816620066012547e+03,4.756740428048220615e-01
1.641641641641641058e+00,1.127839773780370024e+03,3.341849324930186413e+03,4.757816415153896528e-01
1.706706706706711429e+00,1.127835354101359826e+03,3.341882049337480566e+03,4.758891905856928450e-01
1.771771771771774695e+00,1.127830906290237181e+03,3.341914793287897737e+03,4.759966900176599292e-01
1.836836836836837961e+00,1.127826430347549376e+03,3.341947556781435196e+03,4.761041398132164204e-01
1.901901901901908332e+00,1.127821926273845065e+03,3.341980339818092943e+03,4.762115399742858912e-01
1.966966966966971597e+00,1.127817394069669490e+03,3.342013142397873253e+03,4.763188905027894160e-01
2.032032032032034863e+00,1.127812833735569939e+03,3.342045964520773850e+03,4.764261914006443499e-01
2.097097097097098128e+00,1.127808245272088016e+03,3.342078806186795646e+03,4.765334426697669934e-01
2.162162162162168499e+00,1.127803628679768735e+03,3.342111667395937729e+03,4.766406443120699832e-01
2.227227227227231765e+00,1.127798983959153475e+03,3.342144548148203285e+03,4.767477963294644572e-01
2.292292292292295031e+00,1.127794311110782246e+03,3.342177448443588219e+03,4.768548987238573900e-01
2.357357357357358296e+00,1.127789610135195517e+03,3.342210368282094350e+03,4.769619514971548124e-01
2.422422422422428667e+00,1.127784881032930343e+03,3.342243307663720316e+03,4.770689546512593693e-01
2.487487487487491933e+00,1.127780123804525374e+03,3.342276266588468843e+03,4.771759081880715403e-01
2.552552552552555198e+00,1.127775338450515619e+03,3.342309245056339932e+03,4.772828121094888076e-01
2.617617617617618464e+00,1.127770524971436544e+03,3.342342243067331310e+03,4.773896664174061000e-01
2.682682682682688835e+00,1.127765683367821566e+03,3.342375260621442067e+03,4.774964711137165141e-01
2.747747747747752101e+00,1.127760813640202969e+03,3.342408297718675385e+03,4.776032262003103712e-01
2.812812812812815366e+00,1.127755915789113260e+03,3.342441354359029447e+03,4.777099316790746619e-01
2.877877877877878632e+00,1.127750989815081311e+03,3.342474430542504706e+03,4.778165875518947669e-01
2.942942942942949003e+00,1.127746035718636904e+03,3.342507526269101163e+03,4.779231938206529584e-01
3.008008008008012268e+00,1.127741053500308226e+03,3.342540641538817908e+03,4.780297504872297321e-01
3.073073073073075534e+00,1.127736043160621193e+03,3.342573776351657216e+03,4.781362575535026416e-01
3.138138138138138800e+00,1.127731004700101948e+03,3.342606930707615902e+03,4.782427150213459655e-01
3.203203203203209171e+00,1.127725938119275270e+03,3.342640104606696696e+03,4.783491228926327055e-01
3.268268268268272436e+00,1.127720843418664572e+03,3.342673298048899596e+03,4.784554811692326992e-01
3.333333333333335702e+00,1.127715720598790995e+03,3.342706511034222785e+03,4.785617898530134529e-01
3.398398398398398967e+00,1.127710569660176361e+03,3.342739743562666263e+03,4.786680489458399745e-01
3.463463463463469338e+00,1.127705390603339765e+03,3.342772995634230028e+03,4.787742584495745524e-01
3.528528528528532604e+00,1.127700183428800528e+03,3.342806267248917720e+03,4.788804183660775315e-01
3.593593593593595870e+00,1.127694948137076381e+03,3.342839558406725246e+03,4.789865286972061487e-01
3.658658658658659135e+00,1.127689684728682550e+03,3.342872869107653514e+03,4.790925894448152533e-01
3.723723723723729506e+00,1.127684393204135404e+03,3.342906199351702526e+03,4.791986006107575302e-01
3.788788788788792772e+00,1.127679073563948577e+03,3.342939549138873190e+03,4.793045621968831660e-01
3.853853853853856037e+00,1.127673725808634345e+03,3.342972918469165961e+03,4.794104742050394052e-01
3.918918918918919303e+00,1.127668349938705433e+03,3.343006307342579930e+03,4.795163366370716052e-01
3.983983983983989674e+00,1.127662945954670931e+03,3.343039715759113278e+03,4.796221494948221808e-01
4.049049049049052940e+00,1.127657513857041977e+03,3.343073143718768279e+03,4.797279127801312715e-01
4.114114114114116205e+00,1.127652053646326522e+03,3.343106591221546296e+03,4.798336264948369623e-01
4.179179179179179471e+00,1.127646565323030472e+03,3.343140058267442782e+03,4.799392906407738968e-01
4.244244244244249842e+00,1.127641048887660190e+03,3.343173544856460921e+03,4.800449052197749977e-01
4.309309309309313107e+00,1.127635504340721127e+03,3.343207050988601168e+03,4.801504702336710784e-01
4.374374374374376373e+00,1.127629931682716006e+03,3.343240576663861702e+03,4.802559856842891217e-01
4.439439439439439639e+00,1.127624330914148231e+03,3.343274121882242071e+03,4.803614515734553336e-01
4.504504504504510010e+00,1.127618702035517572e+03,3.343307686643745456e+03,4.804668679029920897e-01
4.569569569569573275e+00,1.127613045047325613e+03,3.343341270948371402e+03,4.805722346747203222e-01
4.634634634634636541e+00,1.127607359950071441e+03,3.343374874796115819e+03,4.806775518904579103e-01
4.699699699699699806e+00,1.127601646744251639e+03,3.343408498186981433e+03,4.807828195520202907e-01
4.764764764764770177e+00,1.127595905430363473e+03,3.343442141120969154e+03,4.808880376612209018e-01
4.829829829829833443e+00,1.127590136008902164e+03,3.343475803598077619e+03,4.809932062198705172e-01
4.894894894894896709e+00,1.127584338480362931e+03,3.343509485618308190e+03,4.810983252297776902e-01
4.959959959959959974e+00,1.127578512845237810e+03,3.343543187181659505e+03,4.812033946927478656e-01
5.025025025025030345e+00,1.127572659104019294e+03,3.343576908288129744e+03,4.813084146105847672e-01
5.090090090090093611e+00,1.127566777257198055e+03,3.343610648937722090e+03,4.814133849850896762e-01
5.155155155155156876e+00,1.127560867305264537e+03,3.343644409130437452e+03,4.815183058180610987e-01
5.220220220220220142e+00,1.127554929248706230e+03,3.343678188866273558e+03,4.816231771112952087e-01
5.285285285285290513e+00,1.127548963088010396e+03,3.343711988145229043e+03,4.817279988665860158e-01
5.350350350350353779e+00,1.127542968823664978e+03,3.343745806967307544e+03,4.818327710857248647e-01
5.415415415415417044e+00,1.127536946456153146e+03,3.343779645332505879e+03,4.819374937705007689e-01
5.480480480480480310e+00,1.127530895985959205e+03,3.343813503240825867e+03,4.820421669227005212e-01
5.545545545545550681e+00,1.127524817413566780e+03,3.343847380692266597e+03,4.821467905441080837e-01
5.610610610610613946e+00,1.127518710739456765e+03,3.343881277686828525e+03,4.822513646365057527e-01
5.675675675675677212e+00,1.127512575964109374e+03,3.343915194224511652e+03,4.823558892016727162e-01
5.740740740740740478e+00,1.127506413088004592e+03,3.343949130305315066e+03,4.824603642413859417e-01
5.805805805805810849e+00,1.127500222111619223e+03,3.343983085929240133e+03,4.825647897574201761e-01
5.870870870870874114e+00,1.127494003035431888e+03,3.344017061096288217e+03,4.826691657515480571e-01
5.935935935935937380e+00,1.127487755859916888e+03,3.344051055806453860e+03,4.827734922255391137e-01
6.001001001001007751e+00,1.127481480585549434e+03,3.344085070059743430e+03,4.828777691811610984e-01
6.066066066066071016e+00,1.127475177212803601e+03,3.344119103856152378e+03,4.829819966201792658e-01
6.131131131131134282e+00,1.127468845742150506e+03,3.344153157195683434e+03,4.830861745443562061e-01
6.196196196196197548e+00,1.127462486174062178e+03,3.344187230078336597e+03,4.831903029554525664e-01
6.261261261261267919e+00,1.127456098509008143e+03,3.344221322504108230e+03,4.832943818552263848e-01
6.326326326326331184e+00,1.127449682747457246e+03,3.344255434473002424e+03,4.833984112454333681e-01
6.391391391391394450e+00,1.127443238889876966e+03,3.344289565985018726e+03,4.835023911278268360e-01
6.456456456456457715e+00,1.127436766936734557e+03,3.344323717040155316e+03,4.836063215041579433e-01
6.521521521521528086e+00,1.127430266888494316e+03,3.344357887638411739e+03,4.837102023761751246e-01
6.586586586586591352e+00,1.127423738745621449e+03,3.344392077779791180e+03,4.838140337456249274e-01
6.651651651651654618e+00,1.127417182508578662e+03,3.344426287464290908e+03,4.839178156142511789e-01
6.716716716716717883e+00,1.127410598177827069e+03,3.344460516691910925e+03,4.840215479837955970e-01
6.781781781781788254e+00,1.127403985753827783e+03,3.344494765462652595e+03,4.841252308559973461e-01
6.846846846846851520e+00,1.127397345237040781e+03,3.344529033776517281e+03,4.842288642325936476e-01
6.911911911911914785e+00,1.127390676627923995e+03,3.344563321633500891e+03,4.843324481153187810e-01
6.976976976976978051e+00,1.127383979926934671e+03,3.344597629033606609e+03,4.844359825059053049e-01
7.042042042042048422e+00,1.127377255134528696e+03,3.344631955976832614e+03,4.845394674060827800e-01
7.107107107107111688e+00,1.127370502251161952e+03,3.344666302463178909e+03,4.846429028175795461e-01
7.172172172172174953e+00,1.127363721277286459e+03,3.344700668492650038e+03,4.847462887421202238e-01
7.237237237237238219e+00,1.127356912213356281e+03,3.344735054065238728e+03,4.848496251814278790e-01
7.302302302302308590e+00,1.127350075059821620e+03,3.344769459180949980e+03,4.849529121372235796e-01
7.367367367367371855e+00,1.127343209817134266e+03,3.344803883839781520e+03,4.850561496112255622e-01
7.432432432432435121e+00,1.127336316485741918e+03,3.344838328041735167e+03,4.851593376051496764e-01
7.497497497497498387e+00,1.127329395066093184e+03,3.344872791786809557e+03,4.852624761207097182e-01
7.562562562562568758e+00,1.127322445558633945e+03,3.344907275075003781e+03,4.853655651596173182e-01
7.627627627627632023e+00,1.127315467963811443e+03,3.344941777906321931e+03,4.854686047235813318e-01
7.692692692692695289e+00,1.127308462282068831e+03,3.344976300280759006e+03,4.855715948143091154e-01
7.757757757757758554e+00,1.127301428513849260e+03,3.345010842198316823e+03,4.856745354335043618e-01
7.822822822822828925e+00,1.127294366659595198e+03,3.345045403658996747e+03,4.857774265828697646e-01
7.887887887887892191e+00,1.127287276719748434e+03,3.345079984662797415e+03,4.858802682641054638e-01
7.952952952952955457e+00,1.127280158694747570e+03,3.345114585209720190e+03,4.859830604789090458e-01
8.018018018018018722e+00,1.127273012585031893e+03,3.345149205299763253e+03,4.860858032289756547e-01
8.083083083083089093e+00,1.127265838391038415e+03,3.345183844932925695e+03,4.861884965159985472e-01
8.148148148148152359e+00,1.127258636113204147e+03,3.345218504109212518e+03,4.862911403416686484e-01
8.213213213213215624e+00,1.127251405751963603e+03,3.345253182828618719e+03,4.863937347076744411e-01
8.278278278278278890e+00,1.127244147307750836e+03,3.345287881091146573e+03,4.864962796157017433e-01
8.343343343343349261e+00,1.127236860780998313e+03,3.345322598896795625e+03,4.865987750674348744e-01
8.408408408408412527e+00,1.127229546172139180e+03,3.345357336245564511e+03,4.867012210645558223e-01
8.473473473473475792e+00,1.127222203481602492e+03,3.345392093137456413e+03,4.868036176087437994e-01
8.538538538538539058e+00,1.127214832709818211e+03,3.345426869572468149e+03,4.869059647016761305e-01
8.603603603603609429e+00,1.127207433857214028e+03,3.345461665550600628e+03,4.870082623450273651e-01
8.668668668668672694e+00,1.127200006924217178e+03,3.345496481071854760e+03,4.871105105404706093e-01
8.733733733733735960e+00,1.127192551911254213e+03,3.345531316136231453e+03,4.872127092896760825e-01
8.798798798798799226e+00,1.127185068818748732e+03,3.345566170743726161e+03,4.873148585943120059e-01
8.863863863863869597e+00,1.127177557647125013e+03,3.345601044894344341e+03,4.874169584560442692e-01
8.928928928928932862e+00,1.127170018396805062e+03,3.345635938588083263e+03,4.875190088765364860e-01
8.993993993993996128e+00,1.127162451068210657e+03,3.345670851824943838e+03,4.876210098574501606e-01
9.059059059059059393e+00,1.127154855661761303e+03,3.345705784604925157e+03,4.877229614004446878e-01
9.124124124124129764e+00,1.127147232177875139e+03,3.345740736928025399e+03,4.878248635071766870e-01
9.189189189189193030e+00,1.127139580616971671e+03,3.345775708794249567e+03,4.879267161793006680e-01
9.254254254254256296e+00,1.127131900979466536e+03,3.345810700203594024e+03,4.880285194184694753e-01
9.319319319319319561e+00,1.127124193265774920e+03,3.345845711156060588e+03,4.881302732263335664e-01
9.384384384384389932e+00,1.127116457476311098e+03,3.345880741651646076e+03,4.882319776045403459e-01
9.449449449449453198e+00,1.127108693611488661e+03,3.345915791690353217e+03,4.883336325547361079e-01
9.514514514514516463e+00,1.127100901671718930e+03,3.345950861272182465e+03,4.884352380785642045e-01
9.579579579579579729e+00,1.127093081657412995e+03,3.345985950397131546e+03,4.885367941776662115e-01
9.644644644644650100e+00,1.127085233568979675e+03,3.346021059065202280e+03,4.886383008536807626e-01
9.709709709709713366e+00,1.127077357406829151e+03,3.346056187276394212e+03,4.887397581082452147e-01
9.774774774774776631e+00,1.127069453171367741e+03,3.346091335030707342e+03,4.888411659429944267e-01
9.839839839839839897e+00,1.127061520863000624e+03,3.346126502328143488e+03,4.889425243595599824e-01
9.904904904904910268e+00,1.127053560482133889e+03,3.346161689168697649e+03,4.890438333595730769e-01
9.969969969969973533e+00,1.127045572029171126e+03,3.346196895552375281e+03,4.891450929446614637e-01
1.003503503503503680e+01,1.127037555504514785e+03,3.346232121479172292e+03,4.892463031164510090e-01
1.010010010010010717e+01,1.127029510908565499e+03,3.346267366949090956e+03,4.893474638765655804e-01
1.016516516516517044e+01,1.127021438241725264e+03,3.346302631962130363e+03,4.894485752266262146e-01
1.023023023023023370e+01,1.127013337504392211e+03,3.346337916518291422e+03,4.895496371682528935e-01
1.029529529529529697e+01,1.127005208696964019e+03,3.346373220617573679e+03,4.896506497030619354e-01
1.036036036036036734e+01,1.126997051819837907e+03,3.346408544259976225e+03,4.897516128326688256e-01
1.042542542542543060e+01,1.126988866873409961e+03,3.346443887445501787e+03,4.898525265586858302e-01
1.049049049049049387e+01,1.126980653858073538e+03,3.346479250174146728e+03,4.899533908827238271e-01
1.055555555555555713e+01,1.126972412774222903e+03,3.346514632445913776e+03,4.900542058063913631e-01
1.062062062062062751e+01,1.126964143622250049e+03,3.346550034260800203e+03,4.901549713312938761e-01
1.068568568568569077e+01,1.126955846402545831e+03,3.346585455618810101e+03,4.902556874590360825e-01
1.075075075075075404e+01,1.126947521115499740e+03,3.346620896519939834e+03,4.903563541912195900e-01
1.081581581581581730e+01,1.126939167761501039e+03,3.346656356964190309e+03,4.904569715294439525e-01
1.088088088088088767e+01,1.126930786340936038e+03,3.346691836951561982e+03,4.905575394753066143e-01
1.094594594594595094e+01,1.126922376854193317e+03,3.346727336482056671e+03,4.906580580304031325e-01
1.101101101101101420e+01,1.126913939301655546e+03,3.346762855555670740e+03,4.907585271963263995e-01
1.107607607607607747e+01,1.126905473683708351e+03,3.346798394172406461e+03,4.908589469746676426e-01
1.114114114114114784e+01,1.126896980000733720e+03,3.346833952332262015e+03,4.909593173670153687e-01
1.120620620620621111e+01,1.126888458253114095e+03,3.346869530035241041e+03,4.910596383749565863e-01
1.127127127127127437e+01,1.126879908441229645e+03,3.346905127281338991e+03,4.911599100000756946e-01
1.133633633633633764e+01,1.126871330565459175e+03,3.346940744070559958e+03,4.912601322439553719e-01
1.140140140140140801e+01,1.126862724626181716e+03,3.346976380402899395e+03,4.913603051081750772e-01
1.146646646646647127e+01,1.126854090623774027e+03,3.347012036278360938e+03,4.914604285943136586e-01
1.153153153153153454e+01,1.126845428558611729e+03,3.347047711696945044e+03,4.915605027039466890e-01
1.159659659659659781e+01,1.126836738431069989e+03,3.347083406658649892e+03,4.916605274386480762e-01
1.166166166166166818e+01,1.126828020241521472e+03,3.347119121163474574e+03,4.917605027999895073e-01
1.172672672672673144e+01,1.126819273990339525e+03,3.347154855211421363e+03,4.918604287895405047e-01
1.179179179179179471e+01,1.126810499677894313e+03,3.347190608802489351e+03,4.919603054088684257e-01
1.185685685685685797e+01,1.126801697304557138e+03,3.347226381936678990e+03,4.920601326595385183e-01
1.192192192192192834e+01,1.126792866870695434e+03,3.347262174613987554e+03,4.921599105431136989e-01
1.198698698698699161e+01,1.126784008376678685e+03,3.347297986834418680e+03,4.922596390611552186e-01
1.205205205205205488e+01,1.126775121822871597e+03,3.347333818597971003e+03,4.923593182152219971e-01
1.211711711711711814e+01,1.126766207209641379e+03,3.347369669904644070e+03,4.924589480068706226e-01
1.218218218218218851e+01,1.126757264537350011e+03,3.347405540754438334e+03,4.925585284376559070e-01
1.224724724724725178e+01,1.126748293806362426e+03,3.347441431147354706e+03,4.926580595091303305e-01
1.231231231231231504e+01,1.126739295017040376e+03,3.347477341083391366e+03,4.927575412228440976e-01
1.237737737737737831e+01,1.126730268169743113e+03,3.347513270562549678e+03,4.928569735803456364e-01
1.244244244244244868e+01,1.126721213264831704e+03,3.347549219584827370e+03,4.929563565831814320e-01
1.250750750750751195e+01,1.126712130302664264e+03,3.347585188150227168e+03,4.930556902328949165e-01
1.257257257257257521e+01,1.126703019283597769e+03,3.347621176258747255e+03,4.931549745310286892e-01
1.263763763763763848e+01,1.126693880207988059e+03,3.347657183910390813e+03,4.932542094791220189e-01
1.270270270270270885e+01,1.126684713076190292e+03,3.347693211105154205e+03,4.933533950787132860e-01
1.276776776776777211e+01,1.126675517888558261e+03,3.347729257843038340e+03,4.934525313313380401e-01
1.283283283283283538e+01,1.126666294645444623e+03,3.347765324124044128e+03,4.935516182385295547e-01
1.289789789789789864e+01,1.126657043347200670e+03,3.347801409948170658e+03,4.936506558018193824e-01
1.296296296296296902e+01,1.126647763994176330e+03,3.347837515315417022e+03,4.937496440227370775e-01
1.302802802802803228e+01,1.126638456586720622e+03,3.347873640225786858e+03,4.938485829028099738e-01
1.309309309309309555e+01,1.126629121125182337e+03,3.347909784679276981e+03,4.939474724435630182e-01
1.315815815815815881e+01,1.126619757609908220e+03,3.347945948675888303e+03,4.940463126465199917e-01
1.322322322322322918e+01,1.126610366041242514e+03,3.347982132215620823e+03,4.941451035132008451e-01
1.328828828828829245e+01,1.126600946419530828e+03,3.348018335298472721e+03,4.942438450451256959e-01
1.335335335335335571e+01,1.126591498745116041e+03,3.348054557924447181e+03,4.943425372438111087e-01
1.341841841841841898e+01,1.126582023018340124e+03,3.348090800093543749e+03,4.944411801107712612e-01
1.348348348348348935e+01,1.126572519239544363e+03,3.348127061805759695e+03,4.945397736475196648e-01
1.354854854854855262e+01,1.126562987409068000e+03,3.348163343061097748e+03,4.946383178555669446e-01
1.361361361361361588e+01,1.126553427527250278e+03,3.348199643859557909e+03,4.947368127364212276e-01
1.367867867867867915e+01,1.126543839594427936e+03,3.348235964201138358e+03,4.948352582915896414e-01
1.374374374374374952e+01,1.126534223610937261e+03,3.348272304085837732e+03,4.949336545225759831e-01
1.380880880880881278e+01,1.126524579577114309e+03,3.348308663513659212e+03,4.950320014308837169e-01
1.387387387387387605e+01,1.126514907493291958e+03,3.348345042484603709e+03,4.951302990180122543e-01
1.393893893893893932e+01,1.126505207359803762e+03,3.348381440998668495e+03,4.952285472854601744e-01
1.400400400400400969e+01,1.126495479176980325e+03,3.348417859055853114e+03,4.953267462347240579e-01
1.406906906906907295e+01,1.126485722945152929e+03,3.348454296656160750e+03,4.954248958672980985e-01
1.413413413413413622e+01,1.126475938664650357e+03,3.348490753799588674e+03,4.955229961846740472e-01
1.419919919919920659e+01,1.126466126335801391e+03,3.348527230486135977e+03,4.956210471883421564e-01
1.426426426426426985e+01,1.126456285958932085e+03,3.348563726715806297e+03,4.957190488797910133e-01
1.432932932932933312e+01,1.126446417534368720e+03,3.348600242488598269e+03,4.958170012605059296e-01
1.439439439439439639e+01,1.126436521062436213e+03,3.348636777804510075e+03,4.959149043319713845e-01
1.445945945945946676e+01,1.126426596543456753e+03,3.348673332663543533e+03,4.960127580956690263e-01
1.452452452452453002e+01,1.126416643977754120e+03,3.348709907065697735e+03,4.961105625530791707e-01
1.458958958958959329e+01,1.126406663365648456e+03,3.348746501010973589e+03,4.962083177056791916e-01
1.465465465465465655e+01,1.126396654707460357e+03,3.348783114499369731e+03,4.963060235549452970e-01
1.471971971971972692e+01,1.126386618003507920e+03,3.348819747530886616e+03,4.964036801023510304e-01
1.478478478478479019e+01,1.126376553254108785e+03,3.348856400105526973e+03,4.965012873493686585e-01
1.484984984984985346e+01,1.126366460459580139e+03,3.348893072223286708e+03,4.965988452974676726e-01
1.491491491491491672e+01,1.126356339620236668e+03,3.348929763884167187e+03,4.966963539481159540e-01
1.497997997997998709e+01,1.126346190736392600e+03,3.348966475088168863e+03,4.967938133027787750e-01
1.504504504504505036e+01,1.126336013808360804e+03,3.349003205835293556e+03,4.968912233629206310e-01
1.511011011011011362e+01,1.126325808836453234e+03,3.349039956125538993e+03,4.969885841300026863e-01
1.517517517517517689e+01,1.126315575820980484e+03,3.349076725958902898e+03,4.970858956054846622e-01
1.524024024024024726e+01,1.126305314762251328e+03,3.349113515335389366e+03,4.971831577908245037e-01
1.530530530530531053e+01,1.126295025660574993e+03,3.349150324254997486e+03,4.972803706874777685e-01
1.537037037037037379e+01,1.126284708516258206e+03,3.349187152717727258e+03,4.973775342968980162e-01
1.543543543543543706e+01,1.126274363329606786e+03,3.349224000723578229e+03,4.974746486205369189e-01
1.550050050050050743e+01,1.126263990100925184e+03,3.349260868272548123e+03,4.975717136598442059e-01
1.556556556556557069e+01,1.126253588830517856e+03,3.349297755364640580e+03,4.976687294162676078e-01
1.563063063063063396e+01,1.126243159518686753e+03,3.349334661999854688e+03,4.977656958912527463e-01
1.569569569569569722e+01,1.126232702165733372e+03,3.349371588178189540e+03,4.978626130862430221e-01
1.576076076076076760e+01,1.126222216771957164e+03,3.349408533899643317e+03,4.979594810026802265e-01
