times, Temp_model
4.110000000006984919e+04,-1.000000000000000000e+00
4.140000000041909516e+04,-1.000000000000000000e+00
4.170000000013969839e+04,-1.000000000000000000e+00
4.199999999986030161e+04,-1.000000000000000000e+00
4.230000000020954758e+04,-1.000000000000000000e+00
4.259999999993015081e+04,-1.000000000000000000e+00
4.290000000027939677e+04,-1.500000000000000000e+00
4.320000000000000000e+04,-1.500000000000000000e+00
4.350000000034924597e+04,-1.500000000000000000e+00
4.380000000006984919e+04,-1.500000000000000000e+00
4.410000000041909516e+04,-1.500000000000000000e+00
4.440000000013969839e+04,-1.500000000000000000e+00
4.469999999986030161e+04,-1.500000000000000000e+00
4.500000000020954758e+04,-1.500000000000000000e+00
4.529999999993015081e+04,-1.500000000000000000e+00
4.560000000027939677e+04,-1.500000000000000000e+00
4.590000000000000000e+04,-2.000000000000000000e+00
4.620000000034924597e+04,-2.000000000000000000e+00
4.650000000006984919e+04,-2.000000000000000000e+00
4.680000000041909516e+04,-2.000000000000000000e+00
4.710000000013969839e+04,-2.000000000000000000e+00
4.739999999986030161e+04,-2.000000000000000000e+00
4.770000000020954758e+04,-2.000000000000000000e+00
4.799999999993015081e+04,-2.000000000000000000e+00
4.830000000027939677e+04,-2.000000000000000000e+00
4.860000000000000000e+04,-2.000000000000000000e+00
4.890000000034924597e+04,-2.500000000000000000e+00
4.920000000006984919e+04,-2.500000000000000000e+00
4.950000000041909516e+04,-2.500000000000000000e+00
4.980000000013969839e+04,-2.500000000000000000e+00
5.009999999986030161e+04,-2.500000000000000000e+00
5.040000000020954758e+04,-2.500000000000000000e+00
5.069999999993015081e+04,-2.500000000000000000e+00
5.100000000027939677e+04,-2.500000000000000000e+00
5.130000000000000000e+04,-2.500000000000000000e+00
5.160000000034924597e+04,-2.500000000000000000e+00
5.190000000006984919e+04,-3.000000000000000000e+00
5.220000000041909516e+04,-3.000000000000000000e+00
5.250000000013969839e+04,-3.000000000000000000e+00
5.279999999986030161e+04,-3.000000000000000000e+00
5.310000000020954758e+04,-3.000000000000000000e+00
5.339999999993015081e+04,-3.000000000000000000e+00
5.370000000027939677e+04,-3.000000000000000000e+00
5.400000000000000000e+04,-3.000000000000000000e+00
5.430000000034924597e+04,-3.000000000000000000e+00
5.460000000006984919e+04,-3.000000000000000000e+00
5.490000000041909516e+04,-3.000000000000000000e+00
5.520000000013969839e+04,-3.000000000000000000e+00
5.549999999986030161e+04,-3.000000000000000000e+00
5.580000000020954758e+04,-3.000000000000000000e+00
5.609999999993015081e+04,-3.000000000000000000e+00
5.640000000027939677e+04,-3.000000000000000000e+00
5.670000000000000000e+04,-3.000000000000000000e+00
5.700000000034924597e+04,-3.000000000000000000e+00
5.730000000006984919e+04,-3.000000000000000000e+00
5.760000000041909516e+04,-3.000000000000000000e+00
5.790000000013969839e+04,-3.500000000000000000e+00
5.819999999986030161e+04,-3.500000000000000000e+00
5.850000000020954758e+04,-3.500000000000000000e+00
5.879999999993015081e+04,-3.500000000000000000e+00
5.910000000027939677e+04,-3.500000000000000000e+00
5.940000000000000000e+04,-3.500000000000000000e+00
5.970000000034924597e+04,-3.500000000000000000e+00
6.000000000006984919e+04,-3.500000000000000000e+00
6.030000000041909516e+04,-3.500000000000000000e+00
6.060000000013969839e+04,-3.500000000000000000e+00
6.089999999986030161e+04,-3.500000000000000000e+00
6.120000000020954758e+04,-3.500000000000000000e+00
6.149999999993015081e+04,-3.500000000000000000e+00
6.180000000027939677e+04,-3.500000000000000000e+00
6.210000000000000000e+04,-3.500000000000000000e+00
6.240000000034924597e+04,-3.500000000000000000e+00
6.270000000006984919e+04,-3.500000000000000000e+00
6.300000000041909516e+04,-3.500000000000000000e+00
6.330000000013969839e+04,-3.500000000000000000e+00
6.359999999986030161e+04,-3.500000000000000000e+00
6.390000000020954758e+04,-4.000000000000000000e+00
6.419999999993015081e+04,-4.000000000000000000e+00
6.450000000027939677e+04,-4.000000000000000000e+00
6.480000000000000000e+04,-4.000000000000000000e+00
6.510000000034923141e+04,-4.000000000000000000e+00
6.540000000006984919e+04,-4.000000000000000000e+00
6.570000000041908061e+04,-4.000000000000000000e+00
6.600000000013969839e+04,-4.000000000000000000e+00
6.629999999986030161e+04,-4.000000000000000000e+00
6.660000000020954758e+04,-4.000000000000000000e+00
6.689999999993015081e+04,-4.000000000000000000e+00
6.720000000027941132e+04,-4.000000000000000000e+00
6.750000000000000000e+04,-4.000000000000000000e+00
6.780000000034923141e+04,-4.000000000000000000e+00
6.810000000006984919e+04,-4.000000000000000000e+00
6.840000000041908061e+04,-4.000000000000000000e+00
6.870000000013969839e+04,-4.000000000000000000e+00
6.899999999986030161e+04,-4.000000000000000000e+00
6.930000000020954758e+04,-4.000000000000000000e+00
6.959999999993015081e+04,-4.000000000000000000e+00
6.990000000027941132e+04,-4.000000000000000000e+00
7.020000000000000000e+04,-4.000000000000000000e+00
7.050000000034923141e+04,-4.000000000000000000e+00
7.080000000006984919e+04,-4.000000000000000000e+00
7.110000000041908061e+04,-4.000000000000000000e+00
7.140000000013969839e+04,-4.000000000000000000e+00
7.169999999986030161e+04,-4.000000000000000000e+00
7.200000000020954758e+04,-4.000000000000000000e+00
7.229999999993015081e+04,-4.000000000000000000e+00
7.260000000027941132e+04,-4.000000000000000000e+00
7.290000000000000000e+04,-4.000000000000000000e+00
7.320000000034923141e+04,-4.000000000000000000e+00
7.350000000006984919e+04,-4.000000000000000000e+00
7.380000000041908061e+04,-4.000000000000000000e+00
7.410000000013969839e+04,-4.000000000000000000e+00
7.439999999986030161e+04,-4.000000000000000000e+00
7.470000000020954758e+04,-4.000000000000000000e+00
7.499999999993015081e+04,-4.000000000000000000e+00
7.530000000027941132e+04,-4.000000000000000000e+00
7.560000000000000000e+04,-4.000000000000000000e+00
7.590000000034923141e+04,-4.000000000000000000e+00
7.620000000006984919e+04,-4.000000000000000000e+00
7.650000000041908061e+04,-4.000000000000000000e+00
7.680000000013969839e+04,-4.000000000000000000e+00
7.709999999986030161e+04,-4.000000000000000000e+00
7.740000000020954758e+04,-4.000000000000000000e+00
7.769999999993015081e+04,-4.000000000000000000e+00
7.800000000027941132e+04,-4.000000000000000000e+00
7.830000000000000000e+04,-4.000000000000000000e+00
7.860000000034923141e+04,-4.000000000000000000e+00
7.890000000006984919e+04,-4.500000000000000000e+00
7.920000000041908061e+04,-4.500000000000000000e+00
7.950000000013969839e+04,-4.500000000000000000e+00
7.979999999986030161e+04,-4.500000000000000000e+00
8.010000000020954758e+04,-4.500000000000000000e+00
8.039999999993015081e+04,-4.500000000000000000e+00
8.070000000027941132e+04,-4.500000000000000000e+00
8.100000000000000000e+04,-4.500000000000000000e+00
8.130000000034923141e+04,-4.500000000000000000e+00
8.160000000006984919e+04,-4.500000000000000000e+00
8.190000000041908061e+04,-4.500000000000000000e+00
8.220000000013969839e+04,-4.500000000000000000e+00
8.249999999986030161e+04,-4.500000000000000000e+00
8.280000000020954758e+04,-4.500000000000000000e+00
8.309999999993015081e+04,-4.500000000000000000e+00
8.340000000027941132e+04,-4.500000000000000000e+00
8.370000000000000000e+04,-4.500000000000000000e+00
8.400000000034923141e+04,-4.500000000000000000e+00
8.430000000006984919e+04,-4.500000000000000000e+00
8.460000000041908061e+04,-4.500000000000000000e+00
8.490000000013969839e+04,-4.500000000000000000e+00
8.519999999986030161e+04,-4.500000000000000000e+00
8.550000000020954758e+04,-4.500000000000000000e+00
8.579999999993015081e+04,-4.500000000000000000e+00
8.610000000027941132e+04,-4.500000000000000000e+00
8.640000000000000000e+04,-4.500000000000000000e+00
8.670000000034923141e+04,-4.500000000000000000e+00
8.700000000006984919e+04,-4.500000000000000000e+00
8.730000000041908061e+04,-4.500000000000000000e+00
8.760000000013969839e+04,-4.500000000000000000e+00
8.789999999986030161e+04,-4.500000000000000000e+00
8.820000000020954758e+04,-4.500000000000000000e+00
8.849999999993015081e+04,-4.500000000000000000e+00
8.880000000027941132e+04,-4.500000000000000000e+00
8.910000000000000000e+04,-4.500000000000000000e+00
8.940000000034923141e+04,-4.500000000000000000e+00
8.970000000006984919e+04,-4.500000000000000000e+00
