times, Temp_BC
5.268000000009778159e+04,-1.509999999999999964e+01
5.298000000044704211e+04,-1.509999999999999964e+01
5.328000000016763806e+04,-1.509999999999999964e+01
5.357999999988824129e+04,-1.509999999999999964e+01
5.388000000023748726e+04,-1.509999999999999964e+01
5.417999999995809048e+04,-1.509999999999999964e+01
5.448000000030733645e+04,-1.509999999999999964e+01
5.478000000002793968e+04,-1.509999999999999964e+01
5.508000000037718564e+04,-1.509999999999999964e+01
5.538000000009778159e+04,-1.509999999999999964e+01
5.568000000044704211e+04,-1.550000000000000000e+01
5.598000000016763806e+04,-1.550000000000000000e+01
5.627999999988824129e+04,-1.550000000000000000e+01
5.658000000023748726e+04,-1.550000000000000000e+01
5.687999999995809048e+04,-1.550000000000000000e+01
5.718000000030733645e+04,-1.550000000000000000e+01
5.748000000002793968e+04,-1.550000000000000000e+01
5.778000000037718564e+04,-1.550000000000000000e+01
5.808000000009778887e+04,-1.550000000000000000e+01
5.838000000044703484e+04,-1.550000000000000000e+01
5.868000000016763806e+04,-1.550000000000000000e+01
5.897999999988824129e+04,-1.550000000000000000e+01
5.928000000023748726e+04,-1.550000000000000000e+01
5.957999999995809048e+04,-1.550000000000000000e+01
5.988000000030733645e+04,-1.550000000000000000e+01
6.018000000002793968e+04,-1.550000000000000000e+01
6.048000000037718564e+04,-1.550000000000000000e+01
6.078000000009778887e+04,-1.550000000000000000e+01
6.108000000044703484e+04,-1.550000000000000000e+01
6.138000000016763806e+04,-1.550000000000000000e+01
6.167999999988824129e+04,-1.400000000000000000e+01
6.198000000023748726e+04,-1.400000000000000000e+01
6.227999999995809048e+04,-1.400000000000000000e+01
6.258000000030733645e+04,-1.400000000000000000e+01
6.288000000002793968e+04,-1.400000000000000000e+01
6.318000000037718564e+04,-1.400000000000000000e+01
6.348000000009778887e+04,-1.400000000000000000e+01
6.378000000044703484e+04,-1.400000000000000000e+01
6.408000000016763806e+04,-1.400000000000000000e+01
6.437999999988824129e+04,-1.400000000000000000e+01
6.468000000023748726e+04,-1.450000000000000000e+01
6.497999999995809048e+04,-1.450000000000000000e+01
6.528000000030733645e+04,-1.450000000000000000e+01
6.558000000002793968e+04,-1.450000000000000000e+01
6.588000000037717109e+04,-1.450000000000000000e+01
6.618000000009778887e+04,-1.450000000000000000e+01
6.648000000044703484e+04,-1.450000000000000000e+01
6.678000000016765262e+04,-1.450000000000000000e+01
6.707999999988824129e+04,-1.450000000000000000e+01
6.738000000023748726e+04,-1.450000000000000000e+01
6.767999999995809048e+04,-1.550000000000000000e+01
6.798000000030733645e+04,-1.550000000000000000e+01
6.828000000002793968e+04,-1.550000000000000000e+01
6.858000000037717109e+04,-1.550000000000000000e+01
6.888000000009778887e+04,-1.550000000000000000e+01
6.918000000044703484e+04,-1.550000000000000000e+01
6.948000000016765262e+04,-1.550000000000000000e+01
6.977999999988824129e+04,-1.550000000000000000e+01
7.008000000023748726e+04,-1.550000000000000000e+01
7.037999999995809048e+04,-1.550000000000000000e+01
7.068000000030733645e+04,-1.600000000000000000e+01
7.098000000002793968e+04,-1.600000000000000000e+01
7.128000000037717109e+04,-1.600000000000000000e+01
7.158000000009778887e+04,-1.600000000000000000e+01
7.188000000044703484e+04,-1.600000000000000000e+01
7.218000000016765262e+04,-1.600000000000000000e+01
7.247999999988824129e+04,-1.600000000000000000e+01
7.278000000023748726e+04,-1.600000000000000000e+01
7.307999999995809048e+04,-1.600000000000000000e+01
7.338000000030733645e+04,-1.600000000000000000e+01
7.368000000002793968e+04,-1.650000000000000000e+01
7.398000000037717109e+04,-1.650000000000000000e+01
7.428000000009778887e+04,-1.650000000000000000e+01
7.458000000044703484e+04,-1.650000000000000000e+01
7.488000000016765262e+04,-1.650000000000000000e+01
7.517999999988824129e+04,-1.650000000000000000e+01
7.548000000023748726e+04,-1.650000000000000000e+01
7.577999999995809048e+04,-1.650000000000000000e+01
7.608000000030733645e+04,-1.650000000000000000e+01
7.638000000002793968e+04,-1.650000000000000000e+01
7.668000000037717109e+04,-1.650000000000000000e+01
7.698000000009778887e+04,-1.650000000000000000e+01
7.728000000044703484e+04,-1.650000000000000000e+01
7.758000000016765262e+04,-1.650000000000000000e+01
7.787999999988824129e+04,-1.650000000000000000e+01
7.818000000023748726e+04,-1.650000000000000000e+01
7.847999999995809048e+04,-1.650000000000000000e+01
7.878000000030733645e+04,-1.650000000000000000e+01
7.908000000002793968e+04,-1.650000000000000000e+01
7.938000000037717109e+04,-1.650000000000000000e+01
7.968000000009778887e+04,-1.700000000000000000e+01
7.998000000044703484e+04,-1.700000000000000000e+01
8.028000000016765262e+04,-1.700000000000000000e+01
8.057999999988824129e+04,-1.700000000000000000e+01
8.088000000023748726e+04,-1.700000000000000000e+01
8.117999999995809048e+04,-1.700000000000000000e+01
8.148000000030733645e+04,-1.700000000000000000e+01
8.178000000002793968e+04,-1.700000000000000000e+01
8.208000000037717109e+04,-1.700000000000000000e+01
8.238000000009778887e+04,-1.700000000000000000e+01
8.268000000044703484e+04,-1.710000000000000142e+01
8.298000000016765262e+04,-1.710000000000000142e+01
8.327999999988824129e+04,-1.710000000000000142e+01
8.358000000023748726e+04,-1.710000000000000142e+01
8.387999999995809048e+04,-1.710000000000000142e+01
8.418000000030733645e+04,-1.710000000000000142e+01
8.448000000002793968e+04,-1.710000000000000142e+01
8.478000000037717109e+04,-1.710000000000000142e+01
8.508000000009778887e+04,-1.710000000000000142e+01
8.538000000044703484e+04,-1.710000000000000142e+01
8.568000000016765262e+04,-1.750000000000000000e+01
8.597999999988824129e+04,-1.750000000000000000e+01
8.628000000023748726e+04,-1.750000000000000000e+01
8.657999999995809048e+04,-1.750000000000000000e+01
8.688000000030733645e+04,-1.750000000000000000e+01
8.718000000002793968e+04,-1.750000000000000000e+01
8.748000000037717109e+04,-1.750000000000000000e+01
8.778000000009778887e+04,-1.750000000000000000e+01
8.808000000044703484e+04,-1.750000000000000000e+01
8.838000000016765262e+04,-1.750000000000000000e+01
8.867999999988824129e+04,-1.730000000000000071e+01
8.898000000023748726e+04,-1.730000000000000071e+01
8.927999999995809048e+04,-1.730000000000000071e+01
8.958000000030733645e+04,-1.730000000000000071e+01
8.988000000002793968e+04,-1.730000000000000071e+01
